j_nominativ,rod,j_genitiv,j_dativ,j_akuzativ,j_vokativ,j_lokativ,j_instrumental,m_nominativ,m_genitiv,m_dativ,m_akuzativ,m_vokativ,m_lokativ,m_instrumental
Makedonka,ženski,Makedonke,Makedonki,Makedonku,Makedonko,Makedonki,Makedonkom,Makedonke,Makedonki,Makedonkama,Makedonke,Makedonke,Makedonkama,Makedonkama
malina,ženski,maline,malini,malinu,malino,malini,malinom,maline,malina,malinama,maline,maline,malinama,malinama
ložač,muški,ložača,ložaču,ložača,ložaču,ložaču,ložačem,ložači,ložača,ložačima,ložače,ložači,ložačima,ložačima
magarac,muški,magarca,magarcu,magarca,magarče,magarcu,magarcem,magarci,magaraca,magarcima,magarce,magarci,magarcima,magarcima
magmatit,muški,magmatita,magmatitu,magmatit,magmatite,magmatitu,magmatitom,magmatiti,magmatita,magmatitima,magmatite,magmatiti,magmatitima,magmatitima
ljeto,srednji,ljeta,ljetu,ljeto,ljeto,ljetu,ljetom,ljeta,ljeta,ljetima,ljeta,ljeta,ljetima,ljetima
magnezij,muški,magnezija,magneziju,magnezij,magneziju,magneziju,magnezijem,magneziji,magnezija,magnezijima,magnezije,magneziji,magnezijima,magnezijima
mandarina,ženski,mandarine,mandarini,mandarinu,mandarino,mandarini,mandarinom,mandarine,mandarina,mandarinama,mandarine,mandarine,mandarinama,mandarinama
metafizika,ženski,metafizike,metafizici,metafiziku,metafiziko,metafizici,metafizikom,metafizike,metafizika,metafizikama,metafizika,metafizike,metafizikama,metafizikama
mat,muški,mata,matu,mat,matu,matu,matom,matovi,matova,matovima,matove,matovi,matovima,matovima
masa,ženski,mase,masi,masu,maso,masi,masom,mase,masa,masama,mase,mase,masama,masama
maslina,ženski,masline,maslini,maslinu,maslino,maslini,maslinom,masline,maslina,maslinama,masline,masline,maslinama,maslinama
matičar,muški,matičara,matičaru,matičara,matičaru,matičaru,matičarom,matičari,matičara,matičarima,matičare,matičari,matičarima,matičarima
mačka,ženski,mačke,mački,mačku,mačko,mački,mačkom,mačke,mačaka,mačkama,mačke,mačke,mačkama,mačkama
metak,muški,metka,metku,metak,metku,metkom,metkom,meci,metaka,mecima,metke,meci,mecima,mecima
mehaničar,muški,mehaničara,mehaničaru,mehaničara,mehaničaru,mehaničaru,mehaničarom,mehaničari,mehaničara,mehaničarima,mehaničare,mehaničari,mehaničarima,mehaničarima
mangan,muški,mangana,manganu,mangan,mangane,manganu,manganem,mangani,mangana,manganima,mangane,mangani,manganima,manganima
maraton,muški,maratona,maratonu,maraton,maratone,maratonu,maratonom,maratoni,maratona,maratonima,maratone,maratoni,maratonima,maratonima
materijal,muški,materijala,materijalu,materijal,materijale,materijalu,materijalom,materijali,materijala,materijalima,materijale,materijali,materijalima,materijalima
melafir,muški,melafira,melafiru,melafir,melafire,melafiru,melafirom,melafiri,melafira,melafirima,melafire,melafiri,melafirima,melafirima
menadžer,muški,menadžera,menadžeru,menadžera,menadžeru,menadžeru,menadžerom,menadžeri,menadžera,menadžerima,menadžere,menadžeri,menadžerima,menadžerima
metamorfit,muški,metamorfita,metamorfitu,metamorfita,metamorfite,metamorfitu,metamorfitom,metamorfiti,metamorfita,metamorfitima,metamorfite,metamorfiti,metamorfitima,metamorfitima
mama,ženski,mame,mami,mamu,mama,mami,mamom,mame,mama,mamama,mame,mame,mamama,mamama
mandula,ženski,mandule,manduli,mandulu,mandulo,manduli,mandulom,mandule,mandula,mandulama,mandule,mandule,mandulama,mandulama
marelica,ženski,marelice,marelici,marelicu,marelico,marelici,marelicom,marelice,marelica,marelicama,marelice,marelice,marelicama,marelicama
matematika,ženski,matematike,matematici,matematiku,matematiko,matematici,matematikom,matematike,matematika,matematikama,matematike,matematike,matematikama,matematikama
mater,ženski,matere,materi,materu,matero,materi,materom,matere,matera,materama,matere,matere,materama,materama
medicina,ženski,medicine,medicini,medicinu,medicino,medicini,medicinom,medicine,medicina,medicinama,medicine,medicine,medicinama,medicinama
manifest,muški,manifesta,manifestu,manifest,manifeste,manifestu,manifestom,manifesti,manifesta,manifestima,manifeste,manifesti,manifestima,manifestima
meta,ženski,mete,meti,metu,meto,meti,metom,mete,meta,metama,mete,mete,metama,metama
milost,ženski,milosti,milosti,milost,milosti,milosti,milošću,milosti,milosti,milostima,milosti,milosti,milostima,milostima
misao,ženski,misli,misli,misao,misli,misli,mišlju,misli,misli,mislima,misli,misli,mislima,mislima
mogućnost,ženski,mogućnosti,mogućnosti,mogućnost,mogućnosti,mogućnosti,mogućnošću,mogućnosti,mogućnosti,mogućnostima,mogućnosti,mogućnosti,mogućnostima,mogućnostima
milosrđe,srednji,milosrđa,milosrđu,milosrđe,milosrđe,milosrđu,milosrđem,milosrđa,milosrđa,milosrđima,milosrđa,milosrđa,milosrđima,milosrđima
mišić,muški,mišića,mišiću,mišića,mišiću,mišiću,mišićem,mišići,mišića,mišićima,mišiće,mišići,mišićima,mišićima
modem,muški,modema,modemu,modem,modeme,modemu,modemom,modemi,modema,modemima,modeme,modemi,modemima,modemima
modulator,muški,modulatora,modulatoru,modulator,modulatore,modulatoru,modulatorom,modulatori,modulatora,modulatorima,modulatore,modulatori,modulatorima,modulatorima
milimetar,muški,milimetra,milimetru,milimetar,milimetre,milimetru,milimetrom,milimetri,milimetara,milimetrima,milimetre,milimetri,milimetrima,milimetrima
miris,muški,mirisa,mirisu,miris,mirise,mirisu,mirisom,mirisi,mirisa,mirisima,mirise,mirisi,mirisima,mirisima
mjesec,muški,mjeseca,mjesecu,mjeseca,mjeseče,mjesecu,mjesecom,mjeseci,mjeseci,mjesecima,mjesece,mjeseci,mjesecima,mjesecima
metoda,ženski,metode,metodi,metodu,metodo,metodi,metodom,metode,metoda,metodama,metode,metode,metodama,metodama
maškara,ženski,maškare,maškari,maškaru,maškaro,maškari,maškarom,maškare,maškara,maškarama,maškare,maškare,maškarama,maškarama
metrika,ženski,metrike,metrici,metriku,metriko,metrici,metrikom,metrike,metrika,metrikama,metrike,metrike,metrikama,metrikama
misija,ženski,misije,misiji,misiju,misijo,misiji,misijom,misije,misija,misijama,misije,misije,misijama,misijama
mitologija,ženski,mitologije,mitologiji,mitologije,mitologijo,mitologiji,mitologijom,mitologije,mitologija,mitologijama,mitologija,mitologije,mitologijama,mitologijama
mjera,ženski,mjere,mjeri,mjeru,mjero,mjeri,mjerom,mjere,mjera,mjerama,mjere,mjere,mjerama,mjerama
množina,ženski,množine,množini,množinu,množino,množini,množinom,množine,množina,množinama,množine,množine,množinama,množinama
metamorfoza,ženski,metamorfoze,metamorfozi,metamorfozu,metamorfozo,metamorfozi,metamorfozom,metamorfoze,metamorfoza,metamorfozama,metamorfoze,metamorfoze,metamorfozama,metamorfozama
mjesto,srednji,mjesta,mjestu,mjesto,mjesto,mjestu,mjestom,mjesta,mjesta,mjestima,mjesta,mjesta,mjestima,mjestima
milonit,muški,milonita,milonitu,milonit,milonite,milonitu,milonitom,miloniti,milonita,milonitima,milonite,miloniti,milonitima,milonitima
mnogokut,muški,mnogokuta,mnogokutu,mnogokut,mnogokute,mnogokutu,mnogokutom,mnogokuti,mnogokuta,mnogokutima,mnogokute,mnogokuti,mnogokutima,mnogokutima
milonitizacija,ženski,milonitizacije,milonitizaciji,milonitizaciju,milonitizacijo,milonitizaciji,milonitizacijom,milonitizacije,milonitizacija,milonitizacijama,milonitizacije,milonitizacije,milonitizacijama,milonitizacijama
morfem,muški,morfema,morfemu,morfem,morfeme,morfemu,morfemom,morfemi,morfema,morfemima,morfeme,morfemi,morfemima,morfemima
molitva,ženski,molitve,molitvi,molitvu,molitvo,molitvi,molitvom,molitve,molitvi,molitvama,molitve,molitve,molitvama,molitvama
mrkva,ženski,mrkve,mrkvi,mrkvu,mrkvo,mrkvi,mrkvom,mrkve,mrkvi,mrkvama,mrkve,mrkve,mrkvama,mrkvama
morfologija,ženski,morfologije,morfologiji,morfologiju,morfologijo,morfologiji,morfologijom,morfologije,morfologija,morfologijama,morfologije/a,morfologije,morfologijama,morfologijama
more,srednji,mora,moru,more,more,moru,morem,mora,mora,morima,mora,mora,morima,morima
morfolog,muški,morfologa,morfologu,morfologa,morfolože,morfologu,morfologom,morfolozi,morfologe,morfolozima,morfologe,morfolozi,morfolozima,morfolozima
mužjak,muški,mužjaka,mužjaku,mužjaka,mužjače,mužjaku,mužjakom,mužjaci,mužjaka,mužjacima,mužjake,mužjaci,mužjacima,mužjacima
mužar,muški,mužara,mužaru,mužar,mužaru,mužaru,mužarom,mužari,mužara,mužarima,mužare,mužari,mužarima,mužarima
naklonost,ženski,naklonosti,naklonosti,naklonost,naklonosti,naklonosti,naklonošću,naklonosti,naklonosti,naklonostima,naklonosti,naklonosti,naklonostima,naklonostima
motivacija,ženski,motivacije,motivaciji,motivaciju,motivacijo,motivaciji,motivacijom,motivacije,motivacija,motivacijama,motivacije,motivacije,motivacijama,motivacijama
moć,ženski,moći,moći,moć,moći,moći,moći,moći,moći,moćima,moći,moći,moćima,moćima
muha,ženski,muhe,muhi,muhu,muho,muhi,muhom,muhe,muha,muhama,muhe,muhe,muhama,muhama
nadoknada,ženski,nadoknade,nadoknadi,nadoknadu,nadoknado,nadoknadi,nadoknadom,nadoknade,nadoknada,nadoknadama,nadoknade,nadoknade,nadoknadama,nadoknadama
najava,ženski,najave,najavi,najavu,najavo,najavi,najavom,najave,najava,najavama,najave,najave,najavama,najavama
namjera,ženski,namjere,namjeri,namjeru,namjero,namjeri,namjerom,namjere,namjera,namjerama,namjere,namjere,namjerama,namjerama
mozak,muški,mozga,mozgu,mozak,mozgu,mozgu,mozgom,mozgovi,mozgova,mozgovima,mozgove,mozgovi,mozgovima,mozgovima
mramor,muški,mramora,mramoru,mramor,mramore,mramoru,mramorom,mramori,mramora,mramorima,mramore,mramori,mramorima,mramorima
molekula,ženski,molekule,molekuli,molekulu,molekulo,molekuli,molekulom,molekule,molekula,molekulama,molekule,molekule,molekulama,molekulama
murva,ženski,murve,murvi,murvu,murvo,murvi,murvom,murve,murvi,murvama,murve,murve,murvama,murvama
muzika,ženski,muzike,muzici,muziku,muziko,muzici,muzikom,muzike,muzika,muzikama,muzike,muzike,muzikama,muzikama
mušmula,ženski,mušmule,mušmuli,mušmulu,mušmulo,mušmuli,mušmulom,mušmule,mušmula,mušmulama,mušmule,mušmule,mušmulama,mušmulama
nada,ženski,nade,nadi,nadu,nado,nadi,nadom,nade,nada,nadama,nade,nade,nadama,nadama
nafta,ženski,nafte,nafti,naftu,nafto,nafti,naftom,nafte,nafta,naftama,nafte,nafte,naftama,naftama
nagrada,ženski,nagrade,nagradi,nagradu,nagrado,nagradi,nagradom,nagrade,nagrada,nagradama,nagrade,nagrade,nagradama,nagradama
nakana,ženski,nakane,nakani,nakanu,nakano,nakani,nakanom,nakane,nakana,nakanama,nakane,nakane,nakanama,nakanama
naknada,ženski,naknade,naknadi,naknadu,naknado,naknadi,naknadom,naknade,naknada,naknadama,naknade,naknade,naknadama,naknadama
namjena,ženski,namjene,namjeni,namjenu,namjeno,namjeni,namjenom,namjene,namjena,namjenama,namjene,namjene,namjenama,namjenama
muskovit,muški,muskovita,muskovitu,muskovit,muskovite,muskovitu,muskovitom,muskoviti,muskovita,muskovitima,muskovite,muskoviti,muskovitima,muskovitima
mriža,ženski,mriže,mriži,mrižu,mrižo,mriži,mrižun,mriže,mriža,mrižan,mriže,mriže,mrižami,mrižami
naprava,ženski,naprave,napravi,napravu,napravo,napravi,napravom,naprave,naprava,napravama,naprave,naprave,napravama,napravama
nastup,muški,nastupa,nastupu,nastup,nastupe,nastupu,nastupom,nastupi,nastupa,nastupima,nastupe,nastupi,nastupima,nastupima
navada,ženski,navade,navadi,navadu,navado,navadi,navadom,navade,navada,navadama,navade,navade,navadama,navadama
navika,ženski,navike,navici,naviku,naviko,navici,navikom,navike,navika,navikama,navike,navike,navikama,navikama
nazočnik,muški,nazočnika,nazočniku,nazočnika,nazočniče,nazočniku,nazočnikom,nazočnici,nazočnika,nazočnicima,nazočnike,nazočnici,nazočnicima,nazočnicima
način,muški,načina,načinu,način,načine,načinu,načinom,načini,načina,načinima,načine,načini,načinima,načinima
naranča,ženski,naranče,naranči,naranču,narančo,naranči,narančom,naranče,naranača,narančama,naranče,naranče,narančama,narančama
naredba,ženski,naredbe,naredbi,naredbu,naredbo,naredbi,naredbom,naredbe,naredbi,naredbama,naredbe,naredbe,naredbama,naredbama
napor,muški,napora,naporu,napor,naporu,naporu,naporom,napori,napora,naporima,napore,napori,naporima,naporima
napredak,muški,napretka,napretku,napredak,napretku,napretku,napretkom,napreci,napredaka,naprecima,napretke,napreci,naprecima,naprecima
neizvjesnost,ženski,neizvjesnosti,neizvjesnosti,neizvjesnost,neizvjesnosti,neizvjesnosti,neizvjesnošću,neizvjesnosti,neizvjesnosti,neizvjesnostima,neizvjesnosti,neizvjesnosti,neizvjesnostima,neizvjesnostima
nemogućnost,ženski,nemogućnosti,nemogućnosti,nemogućnost,nemogućnosti,nemogućnosti,nemogućnošću,nemogućnosti,nemogućnosti,nemogućnostima,nemogućnosti,nemogućnosti,nemogućnostima,nemogućnostima
neučinkovitost,ženski,neučinkovitosti,neučinkovitosti,neučinkovitost,neučinkovitosti,neučinkovitosti,neučinkovitošću,neučinkovitosti,neučinkovitosti,neučinkovitostima,neučinkovitosti,neučinkovitosti,neučinkovitostima,neučinkovitostima
nepodopština,ženski,nepodopštine,nepodopštini,nepodopštinu,nepodopštino,nepodopštini,nepodopštinom,nepodopštine,nepodopština,nepodopštinama,nepodopštine,nepodopštine,nepodopštinama,nepodopštinama
nepogoda,ženski,nepogode,nepogodi,nepogodu,nepogodo,nepogodi,nepogodom,nepogode,nepogoda,nepogodama,nepogode,nepogode,nepogodama,nepogodama
neprijatelj,muški,neprijatelja,neprijatelju,neprijatelja,neprijatelju,neprijatelju,neprijateljem,neprijatelji,neprijatelja,neprijateljima,neprijatelje,neprijatelji,neprijateljima,neprijateljima
nezosilikat,muški,nezosilikata,nezosilikatu,nezosilikat,nezosilikatu,nezosilikatu,nezosilikatom,nezosilikati,nezosilikata,nezosilikatima,nezosilikate,nezosilikati,nezosilikatima,nezosilikatima
narod,muški,naroda,narodu,naroda,narode,narodu,narodom,narodi,naroda,narodima,narode,narodi,narodima,narodima
natječaj,muški,natječaja,natječaju,natječaj,natječaju,natječaju,natječajem,natječaji,natječaja,natječajima,natječaje,natječaji,natječajima,natječajima
naziv,muški,naziva,nazivu,naziv,nazive,nazivu,nazivom,nazivi,naziva,nazivima,nazive,nazivi,nazivima,nazivima
nevolja,ženski,nevolje,nevolji,nevolju,nevoljo,nevolji,nevoljom,nevolje,nevolja,nevoljama,nevolje,nevolje,nevoljama,nevoljama
naprezanje,srednji,naprezanja,naprezanju,naprezanje,naprezanje,naprezanju,naprezanjem,naprezanja,naprezanja,naprezanjima,naprezanja,naprezanja,naprezanjima,naprezanjima
nasilje,srednji,nasilja,nasilju,nasilje,nasilje,nasilju,nasiljem,nasilja,nasilja,nasiljima,nasilja,nasilja,nasiljima,nasiljima
norma,ženski,norme,normi,normu,normo,normi,normom,norme,normi,normama,norme,norme,normama,normama
objekt,muški,objekta,objektu,objekt,objekte,objektu,objektom,objekti,objekata,objektima,objekte,objekti,objektima,objektima
nogometaš,muški,nogometaša,nogometašu,nogometaša,nogometašu,nogometašu,nogometašem,nogometaši,nogometaša,nogometašima,nogometaše,nogometaši,nogometašima,nogometašima
obitelj,ženski,obitelji,obitelji,obitelj,obitelji,obitelji,obitelji,obitelji,obitelji,obiteljima,obitelji,obitelji,obiteljima,obiteljima
obavijest,ženski,obavijesti,obavijesti,obavijest,obavijesti,obavijesti,obaviješću,obavijesti,obavijesti,obavijestima,obavijesti,obavijesti,obavijestima,obavijestima
nokat,muški,noktu,noktu,nokat,nokte,noktu,noktom,nokti,nokata,noktima,nokte,nokti,noktima,noktima
nula,ženski,nule,nuli,nulu,nulo,nuli,nulom,nule,nula,nulama,nule,nule,nulama,nulama
oaza,ženski,oaze,oazi,oazu,oazo,oazi,oazom,oaze,oaza,oazama,oaze,oaze,oazama,oazama
obala,ženski,obale,obali,obalu,obalo,obali,obalom,obale,obala,obalama,obale,obale,obalama,obalama
oblak,muški,oblaka,oblaku,oblaka,oblače,oblaku,oblakom,oblaci,oblaka,oblacima,oblaka,oblaci,oblacima,oblacima
niz,muški,niza,nizu,niz,nizu,nizu,nizom,nizovi,nizova,nizovima,nizove,nizovi,nizovima,nizovima
nominativ,muški,nominativa,nominativu,nominativ,nominativ,nominativu,nominativom,nominativi,nominativa,nominativima,nominative,nominativi,nominativima,nominativima
norit,muški,norita,noritu,norit,norite,noritu,noritom,noriti,norita,noritima,norite,noriti,noritima,noritima
nos,muški,nosa,nosu,nos,nosu,nosu,nosom,nosovi,nosova,nosovima,nosove,nosovi,nosovima,nosovima
novac,muški,novca,novcu,novac,novcu,novcu,novcem,novci,novaca,novcima,novce,novci,novcima,novcima
noštromo,muški,noštroma,noštromu,noštroma,noštrome,noštromu,noštromom,noštromi,noštroma,noštromima,noštroma,noštromi,noštromima,noštromima
običaj,muški,običaja,običaju,običaj,običaju,običaju,običajem,običaji,običaja,običajima,običaje,običaji,običajima,običajima
oblik,muški,oblika,obliku,oblik,obliče,obliku,oblikom,oblici,oblika,oblicima,oblike,oblici,oblicima,oblicima
obraz,muški,obraza,obrazu,obraz,obraze,obrazu,obrazom,obrazi,obraza,obrazima,obraze,obrazi,obrazima,obrazima
obrazac,muški,obrasca,obrascu,obrazac,obrašče,obrascu,obrascem,obrasci,obrazaca,obrascima,obrasce,obrasci,obrascima,obrascima
obračun,muški,obračuna,obračunu,obračun,obračune,obračunu,obračunom,obračuni,obračuna,obračunima,obračune,obračuni,obračunima,obračunima
novela,ženski,novele,noveli,novelu,novelo,noveli,novelom,novele,novela,novelama,novela,novele,novelama,novelama
obmana,ženski,obmane,obmani,obmanu,obmano,obmani,obmanom,obmane,obmana,obmanama,obmane,obmane,obmanama,obmanama
obrana,ženski,obrane,obrani,obranu,obrano,obrani,obranom,obrane,obrana,obranama,obrane,obrane,obranama,obranama
obilježje,srednji,obilježja,obilježju,obilježje,obilježje,obilježju,obilježjem,obilježja,obilježja,obilježjima,obilježja,obilježja,obilježjima,obilježjima
obućar,muški,obućara,obućaru,obućara,obućaru,obućaru,obućarom,obućari,obućara,obućarima,obućare,obućari,obućarima,obućarima
obveza,ženski,obveze,obvezi,obvezu,obvezo,obvezi,obvezom,obveze,obveza,obvezama,obveze,obveze,obvezama,obvezama
ocelot,muški,ocelota,ocelotu,ocelota,ocelote,ocelotu,ocelotom,oceloti,ocelota,ocelotima,ocelote,oceloti,ocelotima,ocelotima
ocjena,ženski,ocjene,ocjeni,ocjenu,ocjeno,ocjeni,ocjenom,ocjene,ocjena,ocjenama,ocjene,ocjene,ocjenama,ocjenama
odredba,ženski,odredbe,odredbi,odredbu,odredbo,odredbi,odredbom,odredbe,odredbi,odredbama,odredbe,odredbe,odredbama,odredbama
odjeća,ženski,odjeće,odjeći,odjeću,odjećo,odjeći,odjećom,odjeće,odjeća,odjećama,odjeće,odjeće,odjećama,odjećama
odluka,ženski,odluke,odluci,odluku,odluko,odluci,odlukom,odluke,odluka,odlukama,odluke,odluke,odlukama,odlukama
odnos,muški,odnosa,odnosu,odnos,odnose,odnosu,odnosom,odnosi,odnosa,odnosima,odnose,odnosi,odnosima,odnosima
odvjetnik,muški,odvjetnika,odvjetniku,odvjetnika,odvjetniče,odvjetniku,odvjetnikom,odvjetnici,odvjetnika,odvjetnicima,odvjetnika,odvjetnici,odvjetnicima,odvjetnicima
oftalmologija,ženski,oftalmologije,oftalmologiji,oftalmologiju,oftalmologijo,oftalmologiji,oftalmologijom,oftalmologije,oftalmologija,oftalmologijama,oftalmologije,oftalmologije,oftalmologijama,oftalmologijama
nož,muški,noža,nožu,noža,nožu,nožu,nožem,noževi,noževa,noževima,noževe,noževi,noževima,noževima
otac,muški,oca,ocu,oca,oče,ocu,ocem,očevi,očeva,očevima,očeve,očevi,očevima,očevima
oglas,muški,oglasa,oglasu,oglas,oglase,oglasu,oglasom,oglasi,oglasa,oglasima,oglase,oglasi,oglasima,oglasima
ogrozd,muški,ogrozda,ogrozdu,ogrozd,ogrozde,ogrozdu,ogrozdom,ogrozdi,ogrozda,ogrozdima,ogrozde,ogrozdi,ogrozdima,ogrozdima
obzir,muški,obzira,obziru,obzir,obziru,obziru,obzirom,obziri,obzira,obzirima,obzire,obziri,obzirima,obzirima
odlazak,muški,odlaska,odlasku,odlazak,odlasku,odlasku,odlaskom,odlasci,odlazaka,odlascima,odlaske,odlasci,odlascima,odlascima
odmor,muški,odmora,odmoru,odmor,odmoru,odmoru,odmorom,odmori,odmora,odmorima,odmore,odmori,odmorima,odmorima
okruženje,srednji,okruženja,okruženju,okruženje,okruženje,okruženju,okruženjem,okruženja,okruženja,okruženjima,okruženja,okruženja,okruženjima,okruženjima
odlučnost,ženski,odlučnosti,odlučnosti,odlučnost,odlučnosti,odlučnosti,odlučnošću,odlučnosti,odlučnosti,odlučnostima,odlučnosti,odlučnosti,odlučnostima,odlučnostima
okvir,muški,okvira,okviru,okvir,okvire,okviru,okvirom,okviri,okvira,okvirima,okvire,okviri,okvirima,okvirima
oholost,ženski,oholosti,oholosti,oholost,oholosti,oholosti,ohološću,oholosti,oholosti,oholostima,oholosti,oholosti,oholostima,oholostima
okolnost,ženski,okolnosti,okolnosti,okolnost,okolnosti,okolnosti,okolnošću,okolnosti,okolnosti,okolnostima,okolnosti,okolnosti,okolnostima,okolnostima
opasnost,ženski,opasnosti,opasnosti,opasnost,opasnosti,opasnosti,opasnošću,opasnosti,opasnosti,opasnostima,opasnosti,opasnosti,opasnostima,opasnostima
